recipe_ingredient_id,ingredient_id,recipe_id,quantity
3455,11,285,5g
3456,12,285,5g
3457,119,285,5g
3458,22,285,300g
3459,190,285,5g
3460,16,285,5g
3461,464,285,5g
3462,18,285,8g
3463,568,285,3g
3464,184,285,5g
3465,33,285,5g
3466,569,286,50g
3467,199,286,7.5g
3468,181,286,20g
3469,188,286,20g
3470,35,286,3g
3471,330,286,3g
3472,11,286,20g
3473,12,286,10g
3474,12,286,5g
3475,118,286,10g
3476,211,286,5g
3477,180,286,50g
3478,38,287,20g
3479,134,287,15g
3480,118,287,5g
3481,18,287,5g
3482,19,287,2g
3483,11,287,2g
3484,182,287,5g
3485,30,287,5g
3486,194,287,2g
3487,72,287,10g
3488,101,287,35g
3489,258,287,5g
3490,34,287,8g
3491,9,287,3g
3492,36,287,15g
3493,12,287,10g
3494,90,287,5g
3495,570,288,25g
3496,571,288,10g
3497,328,288,20g
3498,134,288,20g
3499,18,288,10g
3500,11,288,1g
3501,27,288,40g
3502,208,288,5g
3503,30,288,5g
3504,211,288,10g
3505,9,288,10g
3506,39,288,2g
3507,40,288,2g
3508,13,288,2g
3509,190,288,3g
3510,35,288,3g
3511,12,288,1.5g
3512,572,288,250g
3513,30,289,15g
3514,188,289,35g
3515,151,289,30g
3516,59,289,17g
3517,11,289,3g
3518,35,289,3g
3519,88,289,25g
3520,379,289,15g
3521,211,289,10g
3522,40,289,1g
3523,22,289,400g
3524,13,289,0.7g
3525,190,289,8g
3526,18,289,25g
3527,12,289,2g
3528,335,289,2g
3529,204,289,5g
3530,209,290,1g
3531,330,290,1g
3532,134,290,5g
3533,188,290,5g
3534,36,290,20g
3535,180,290,25g
3536,18,290,40g
3537,12,290,8g
3538,19,290,4g
3539,92,290,5g
3540,258,290,15g
3541,126,290,15g
3542,101,290,100g
3543,33,290,70g
3544,18,290,40g
3545,11,290,40g
3546,22,290,400g
3547,59,290,10g
3548,36,290,25g
3549,211,290,10g
3550,210,291,5g
3551,192,291,60g
3552,485,291,1g
3553,30,291,10g
3554,11,291,5g
3555,204,291,10g
3556,27,291,80g
3557,34,291,7g
3558,335,291,2g
3559,59,292,10g
3560,65,292,10g
3561,72,292,15g
3562,18,292,10g
3563,149,292,30g
3564,272,292,10g
3565,48,292,10g
3566,321,292,5g
3567,36,292,80g
3568,184,292,40g
3569,18,292,5g
3570,46,292,5g
3571,12,292,2g
3572,11,292,3g
3573,304,292,7.5g
3574,93,292,2g
3575,261,292,20g
3576,3,292,10g
3577,92,292,5g
3578,22,292,30g
3579,17,292,15g
3580,129,292,20g
3581,212,292,30g
3582,545,292,5g
3583,161,292,80g
3584,50,293,70g 1개
3585,464,293,8g 1⅔작은술
3586,494,293,10g 1큰술
3587,573,293,5g
3588,36,293,120g 1/3모
3589,148,294,30g 4×6cm
3590,58,294,100ml 1/2컵
3591,5,294,2g 1/3작은술
3592,22,294,50ml 1/4컵
3593,191,294,70g 1/2개
3594,246,295,180g 1컵
3595,7,295,50g 1/2개
3596,374,295,10g 5cm
3597,78,295,150g 3/4컵
3598,54,295,1g
3599,6,295,8g 1½작은술
3600,93,295,1g
3601,246,296,210g 1컵
3602,550,296,15g
3603,46,296,15g 5cm
3604,134,296,15g 5cm
3605,3,296,100g 2개
3606,574,296,15g
3607,30,296,15g 2개
3608,575,296,25g 2큰술
3609,333,296,5g 1작은술 장식
3610,174,296,5g
3611,576,296,5g
3612,224,297,140g 2/3컵
3613,159,297,140g 2/3컵
3614,33,297,35g 1/20개
3615,30,297,30g 2개
3616,142,297,15g 1큰술
3617,15,297,15g 1큰술
3618,40,297,15g 5cm
3619,92,297,15g 1큰술
3620,577,297,10g
3621,578,297,50g 5개
3622,579,298,420g 2컵
3623,416,298,4g 1장
3624,580,298,30g
3625,3,298,200g 4개
3626,108,298,30g 3장
3627,106,298,30g 1개
3628,7,298,70g
3629,13,298,20g 1큰술
3630,15,298,6g 1작은술
3631,12,298,6g 1작은술
3632,396,299,20g 2개
3633,65,299,20g 1/5개
3634,581,299,12g 1큰술
3635,43,299,25g 2개
3636,282,299,30g 2장
3637,397,299,5g 1작은술
3638,172,299,5g 1작은술
3639,345,299,30g 2큰술
3640,5,299,5g 1작은술
3641,582,299,1큰술
3642,315,300,100g 1개
3643,5,300,5g 1/2작은술
3644,77,300,15g 1큰술
3645,49,301,100g 5개
3646,505,301,100g 1개
3647,583,301,15g 1큰술
3648,584,301,20g
3649,58,301,45g 3큰술
3650,444,301,20g 1/5개
3651,148,302,100g
3652,18,302,30g
3653,585,302,35g
3654,149,302,40g
3655,65,302,90g
3656,246,302,180g
3657,586,302,10g
3658,211,302,12g
3659,93,302,0.3g
3660,333,302,4g
3661,36,302,50g
3662,12,302,5g
3663,144,303,80g
3664,399,303,10g
3665,153,303,100g
3666,147,303,10g
3667,400,303,20g
3668,46,303,10g
3669,304,303,15g
3670,264,303,3g
3671,18,303,20g
3672,134,304,30g
3673,18,304,20g
3674,35,304,5g
3675,11,304,5g
3676,88,304,300g
3677,337,304,100g
3678,39,304,2.5g
3679,33,304,10g
3680,22,304,250g
3681,340,304,3g
3682,587,304,2.5g
3683,51,305,80g
3684,44,305,15g
3685,337,305,55g
3686,180,305,50g
3687,168,305,0.1g
3688,47,305,1.5g
3689,61,305,1g
3690,92,305,3g
3691,12,305,1g
3692,18,305,4g
3693,48,305,1.5g
3694,17,305,15g
3695,5,305,2g
3696,88,305,50g
3697,464,306,8g
3698,261,306,80g
3699,337,306,50g
3700,3,306,45g
3701,258,306,15g
3702,25,306,5g
3703,321,306,2g
3704,17,306,20g
3705,119,306,10g
3706,588,306,10g
3707,132,306,20g
3708,348,306,20g
3709,48,306,5g
3710,127,306,15g
3711,589,306,20g
3712,184,306,40g
3713,36,307,100g
3714,416,307,2g
3715,590,307,1g
3716,18,307,20g
3717,30,307,10g
3718,59,307,10g
3719,126,307,10g
3720,235,307,0.3g
3721,148,307,50g
3722,18,307,70g
3723,272,307,10g
3724,88,307,20g
3725,12,307,3g
3726,6,307,5g
3727,48,307,20g
3728,590,307,1g
3729,184,307,20g
3730,191,307,50g
3731,345,307,25g
3732,127,307,15g
3733,282,308,60g
3734,148,308,50g
3735,17,308,4개
3736,7,308,50g
3737,250,308,50g
3738,395,308,45g
3739,12,308,5g
3740,47,308,15g
3741,142,308,30g
3742,103,308,15g
3743,84,308,5g
3744,591,309,300g
3745,72,309,30g
3746,38,309,60g
3747,373,309,15g
3748,5,309,5g
3749,592,310,200g
3750,191,310,100g
3751,11,310,40g
3752,149,310,40g
3753,70,310,40g
3754,151,310,40g
3755,593,310,3g
3756,221,310,10g
3757,241,310,1g
3758,169,310,1g
3759,61,310,15g
3760,223,310,15g
3761,64,310,1g
3762,12,310,10g
3763,376,310,100g
3764,240,310,15g
3765,594,311,200g
3766,26,311,60g
3767,61,311,15g
3768,119,311,3g
3769,18,311,25g
3770,6,311,10g
3771,87,311,7g
3772,50,311,30g
3773,595,311,30g
3774,63,311,10g
3775,357,311,30g
3776,180,312,100g
3777,596,312,50g
3778,159,312,50g
3779,70,312,50g
3780,30,312,30g
3781,35,312,10g
3782,18,312,60g
3783,496,312,50g
3784,4,312,30g
3785,58,312,30g
3786,142,312,50g
3787,219,312,2g
3788,12,312,15g
3789,88,312,10g
3790,72,313,60g
3791,597,313,30g
3792,546,313,250ml
3793,58,313,20g
3794,598,313,20g
3795,445,313,5g
3796,235,313,3g
3797,54,313,0.5g
3798,4,313,50ml
3799,18,313,15g
3800,599,313,10g
3801,58,313,50ml
3802,3,314,120g
3803,184,314,50g
3804,502,314,20g
3805,38,314,1개
3806,600,314,5g
3807,22,314,200g
3808,17,314,60g
3809,149,314,25g
3810,250,314,5g
3811,127,314,15g
3812,142,314,15g
3813,64,314,1g
3814,47,314,15g
3815,72,314,50g
3816,346,314,30g
3817,180,315,280g
3818,117,315,50g
3819,144,315,50g
3820,43,315,60g
3821,357,315,15g
3822,13,315,15g
3823,12,315,5g
3824,22,315,200g
3825,346,315,15g
3826,333,315,10g
3827,18,315,10g
3828,464,315,5g
3829,12,315,5g
3830,33,315,150g
3831,144,316,100g
3832,264,316,15g
3833,191,316,50g
3834,546,316,300g
3835,98,316,15g
3836,103,316,15g
3837,18,316,15g
3838,221,316,15g
3839,250,316,10g
3840,7,317,150g
3841,38,317,80g
3842,134,317,30g
3843,46,317,20g
3844,18,317,50g
3845,103,317,15g
3846,126,317,30g
3847,211,317,25g
3848,370,317,1g
3849,98,317,15g
3850,210,317,100g
3851,36,318,70g 1/5모
3852,354,318,10g 2작은술
3853,87,318,2g 1/3작은술
3854,111,318,5g 1작은술
3855,64,318,약간
3856,223,318,3g 2/3작은술
3857,197,318,3g 2/3작은술
3858,22,318,30ml 2큰술
3859,92,318,3g 2/3작은술
3860,209,319,5g 1/3개
3861,27,319,80g 1/3모
3862,525,319,120g
3863,341,319,120g
3864,39,319,60g 10개
3865,601,319,15g 1큰술
3866,40,319,20g 10cm
3867,249,320,15g 1개
3868,46,320,5g 5cm
3869,33,320,5g 5cm
3870,19,320,5g 6cm
3871,18,320,5g 5cm
3872,47,320,10g 2작은술
3873,5,320,10g 2작은술
3874,602,320,5g 1작은술
3875,21,321,10g 2작은술
3876,603,321,40g 1컵
3877,47,321,20g 1⅓큰술
3878,24,321,80g 1/2개
3879,33,322,200g 1/3개
3880,140,322,10g 5cm
3881,118,322,10g 10cm
3882,47,322,20g 1⅓큰술
3883,5,322,10g 2작은술
3884,54,322,2g 1/2작은술
3885,115,323,10g 1/60개
3886,117,323,5g
3887,103,323,5g 1/2개
3888,54,323,5g 1작은술
3889,13,323,5g 1작은술
3890,12,323,10g 2작은술
3891,197,323,5g 1작은술
3892,604,323,100g 1개
3893,36,324,50g
3894,65,324,20g
3895,30,324,30g
3896,18,324,10g
3897,3,324,15g
3898,347,324,1g
3899,40,324,1g
3900,347,324,1g
3901,258,324,1g
3902,183,324,1g
3903,5,324,1g
3904,92,324,2g
3905,542,324,18g
3906,246,324,200g
3907,93,324,0.1g
3908,22,324,200g
3909,224,325,30g
3910,133,325,60g
3911,189,325,20g
3912,309,325,10g
3913,34,325,5g
3914,605,325,60g
3915,36,325,15g
3916,138,325,5g
3917,65,326,40g
3918,88,326,20g
3919,282,326,200g
3920,168,326,1g
3921,12,326,10g
3922,129,326,30g
3923,61,326,5g
3924,26,326,20g
3925,48,326,5g
3926,312,327,150g
3927,283,327,10g
3928,34,327,10g
3929,304,327,10g
3930,36,328,200g
3931,191,328,130g
3932,12,328,15g
3933,11,328,20g
3934,280,328,20g
3935,212,328,30g
3936,605,328,80g
3937,332,328,15g
3938,258,328,5g
3939,18,328,60g
3940,129,328,10g
3941,135,328,20g
3942,191,329,100g
3943,58,329,110g
3944,185,329,40g
3945,180,329,100g
3946,387,329,1g
3947,606,329,80g
3948,140,329,40g
3949,93,329,0.3g
3950,101,330,120g
3951,131,330,30g
3952,344,330,30g
3953,72,330,20g
3954,17,330,40g
3955,26,330,50g
3956,61,330,5g
3957,63,330,5g
3958,607,331,200g
3959,538,331,30g
3960,18,331,40g
3961,149,331,100g
3962,199,331,3g
3963,141,331,8g
3964,387,331,8g
3965,61,331,15g
3966,5,331,0.3g
3967,54,331,0.3g
3968,126,331,30g
3969,79,331,200g
3970,251,332,30g
3971,117,332,20g
3972,79,332,50g
3973,376,332,50g
3974,321,332,10g
3975,384,332,20g
3976,22,332,10g
3977,468,332,60g
3978,5,332,5g
3979,541,333,150g
3980,29,333,20g
3981,117,333,15g
3982,209,333,5g
3983,330,333,5g
3984,15,333,3g
3985,16,333,1g
3986,92,333,3g
3987,183,333,15g
3988,424,333,50g
3989,119,333,5g
3990,12,333,10g
3991,32,333,30g
3992,18,333,50g
3993,5,333,1g
3994,101,334,200g
3995,77,334,15g
3996,25,334,15g
3997,56,334,5g
3998,608,334,15g
3999,120,334,5g
4000,12,334,20g
4001,149,334,45g
4002,19,334,15g
4003,15,334,5g
4004,64,334,1g
4005,13,334,5g
4006,304,334,10g
4007,92,334,15g
4008,546,334,50g
4009,12,334,5g
4010,119,334,5g
4011,46,334,5g
4012,333,334,5g
4013,5,334,15g
4014,18,334,10g
4015,180,335,150g
4016,46,335,10g
4017,7,335,10g
4018,92,335,5g
4019,15,335,3g
4020,280,335,16g
4021,47,335,10g
4022,609,335,28g
4023,47,335,28g
4024,84,335,4g
4025,25,335,4g
4026,16,335,4g
4027,30,335,10g
4028,5,335,30g
4029,36,336,150g
4030,30,336,50g
4031,180,336,100g
4032,199,336,10g
4033,15,336,5g
4034,12,336,10g
4035,16,336,5g
4036,61,336,3g
4037,92,336,0.5g
4038,47,336,2g
4039,406,336,50g
4040,5,336,2g
4041,95,336,10g
4042,117,337,20g
4043,610,337,150g
4044,93,337,0.1g
4045,172,337,108g
4046,47,337,6g
4047,92,337,4g
4048,5,337,7g
4049,579,338,200g
4050,146,338,150g
4051,18,338,60g
4052,98,338,15g
4053,103,338,18g
4054,3,338,60g
4055,118,338,15g
4056,240,338,30g
4057,23,338,5g
4058,226,338,15g
4059,12,338,10g
4060,11,338,10g
4061,235,338,1g
4062,15,338,5g
4063,188,338,20g
4064,357,338,15g
4065,592,339,200g
4066,241,339,2g
4067,127,339,30g
4068,235,339,1g
4069,494,339,15g
4070,611,339,200g
4071,38,339,30g
4072,250,339,20g
4073,26,339,70g
4074,12,339,25g
4075,142,339,10g
4076,357,339,30g
4077,109,339,30g
4078,142,339,15g
4079,246,339,150g
4080,175,340,80g
4081,244,340,25g
4082,240,340,15g
4083,23,340,2g
4084,54,340,1g
4085,18,340,50g
4086,98,340,15g
4087,103,340,15g
4088,36,340,60g
4089,134,340,50g
4090,78,340,200g
4091,170,341,200g
4092,29,341,60g
4093,612,341,45g
4094,435,341,20g
4095,11,341,15g
4096,103,341,15g
4097,496,341,15g
4098,18,341,50g
4099,357,341,30g
4100,223,341,15g
4101,15,341,15g
4102,235,341,1g
4103,22,341,200g
4104,98,341,15g
4105,613,341,2g
4106,614,342,150g
4107,474,342,15g
4108,597,342,20g
4109,615,343,50g
4110,63,343,15g
4111,49,343,20g
4112,53,343,20g
4113,224,343,20g
4114,315,343,50g
4115,292,343,1장
4116,508,343,15g
4117,616,343,50g
4118,72,343,15g
4119,250,344,20g
4120,44,344,20g
4121,45,344,50g
4122,489,344,30g
4123,17,344,100g
4124,18,344,70g
4125,111,344,20g
4126,16,344,5g
4127,87,344,5g
4128,63,344,15g
4129,15,344,15g
4130,357,344,45g
4131,61,344,15g
4132,47,344,5g
4133,36,344,60g
4134,12,344,7g
4135,546,345,200g
4136,135,345,30g
4137,72,345,50g
4138,4,345,50g
4139,219,345,1g
4140,6,345,15g
4141,17,345,20g
4142,5,345,15g
4143,35,345,1개
4144,617,345,20g
4145,180,346,250g
4146,3,346,60g
4147,24,346,25g
4148,232,346,25g
4149,149,346,25g
4150,7,346,50g
4151,47,346,15g
4152,364,346,15g
4153,5,346,15g
4154,16,346,15g
4155,235,346,1g
4156,84,346,20g
4157,147,346,10g
4158,17,347,100g
4159,7,347,30g
4160,489,347,25g
4161,188,347,5g
4162,34,347,25g
4163,546,347,250g
4164,58,348,100g
4165,525,348,20g
4166,159,348,15g
4167,148,348,50g
4168,618,348,1g
4169,619,348,150g
4170,362,348,30g
4171,592,349,250g
4172,546,349,400g
4173,63,349,30g
4174,183,349,15g
4175,15,349,15g
4176,12,349,10g
4177,11,349,5g
4178,23,349,10g
4179,489,349,35g
4180,46,349,30g
4181,12,349,15g
4182,15,349,15g
4183,357,349,15g
4184,400,349,1개 20g
4185,47,349,30g
4186,211,349,15g
4187,180,350,150g
4188,7,350,30g
4189,18,350,60g
4190,285,350,30g
4191,151,350,30g
4192,17,350,100g
4193,546,350,200g
4194,12,350,5g
4195,6,350,15g
4196,235,350,1g
4197,142,350,15g
4198,63,350,30g
4199,376,350,200g
4200,61,350,15g
4201,235,350,1g
4202,6,350,5g
4203,72,350,100g
4204,148,351,50g
4205,58,351,180mg
4206,218,351,27g
4207,30,351,15g
4208,15,351,5g
4209,54,351,1g
4210,133,351,60g
4211,65,352,250g
4212,38,352,50g
4213,149,352,30g
4214,18,352,40g
4215,620,352,15g
4216,142,352,30g
4217,12,352,15g
4218,5,352,5g
4219,345,352,30g
4220,621,352,15g
4221,223,352,15g
4222,622,352,30g
4223,475,352,
4224,623,353,150g
4225,277,353,2g
4226,119,353,10g
4227,241,353,3g
4228,12,353,20g
4229,18,353,20g
4230,26,353,20g
4231,362,353,10g
4232,4,353,10g
4233,54,353,0.2g
4234,47,353,10g
4235,111,353,10g
4236,5,353,10g
4237,129,353,30g
4238,46,353,20g
4239,45,353,20g
4240,85,354,120g
4241,146,354,50g
4242,90,354,50g
4243,70,354,10g
4244,103,354,10g
4245,12,354,10g
4246,164,354,10g
4247,18,354,20g
4248,498,354,20g
4249,153,355,100g
4250,58,355,50g
4251,64,355,0.02g
4252,480,355,20g
4253,149,355,20g
4254,46,355,20g
4255,18,355,20g
4256,54,355,0.5g
4257,111,355,5g
4258,12,355,10g
4259,458,355,20g
4260,255,355,100g
4261,144,355,50g
4262,88,355,20g
4263,134,355,20g
4264,126,356,200g
4265,503,356,10g
4266,453,356,10g
4267,142,356,10g
4268,153,356,200g
4269,119,356,5g
4270,54,356,0.5g
4271,64,356,0.02g
4272,258,356,50g
4273,254,356,400g
4274,5,356,10g
4275,149,356,20g
4276,199,356,10g
4277,452,356,10g
4278,232,356,20g
4279,624,356,30g
4280,3,356,50g
4281,253,356,10g
4282,153,357,200g
4283,233,357,20g
4284,258,357,10g
4285,254,357,400g
4286,92,357,20g
4287,61,357,10g
4288,5,357,10g
4289,12,357,10g
4290,18,357,20g
4291,46,357,20g
4292,149,357,20g
4293,458,357,10g
4294,63,357,10g
4295,24,357,20g
4296,373,357,20g
4297,146,358,100g
4298,54,358,0.5g
4299,64,358,0.02g
4300,150,358,20g
4301,149,358,20g
4302,344,358,30g
4303,11,358,30g
4304,88,358,20g
4305,108,358,30g
4306,625,358,3개
4307,92,358,10g
4308,172,358,10g
4309,5,358,10g
4310,142,358,5g
4311,129,358,50g
4312,12,358,20g
4313,30,358,20g
4314,31,359,100g
4315,29,359,20g
4316,187,359,30g
4317,54,359,5g
4318,12,359,10g
4319,11,359,20g
4320,30,359,10g
4321,109,359,20g
4322,90,359,30g
4323,142,359,10g
4324,114,359,5g
4325,197,359,5g
4326,92,359,20g
4327,18,359,20g
4328,5,359,10g
4329,40,359,5g
4330,337,359,70g
4331,144,360,100g
4332,65,360,50g
4333,29,360,20g
4334,12,360,10g
4335,142,360,10g
4336,458,360,20g
4337,88,360,80g
4338,5,360,5g
4339,18,360,20g
4340,381,360,20g
4341,179,360,5g
4342,151,361,20g
4343,30,361,80g
4344,54,361,0.5g
4345,64,361,0.02g
4346,142,361,10g
4347,6,361,10g
4348,58,361,200g
4349,284,361,100g
4350,4,361,20g
4351,126,361,10g
4352,626,362,400g
4353,131,362,30g
4354,47,362,10g
4355,146,362,30g
4356,46,362,20g
4357,18,362,10g
4358,64,362,0.2g
4359,253,362,2g
4360,92,362,5g
4361,12,362,10g
4362,11,362,10g
4363,15,362,2g
4364,23,362,2g
4365,627,362,100g
4366,111,362,5g
4367,46,362,20g
4368,18,362,10g
4369,64,362,0.2g
4370,5,362,10g
4371,92,362,5g
4372,24,362,20g
4373,253,362,2g
4374,21,362,3g
4375,5,362,10g
4376,153,363,80g
4377,277,363,1장
4378,241,363,2g
4379,253,363,10g
4380,88,363,30g
4381,149,363,20g
4382,46,363,20g
4383,51,363,50g
4384,5,363,20g
4385,142,363,20g
4386,185,363,100g
4387,54,363,0.1g
4388,127,363,20g
4389,263,363,20g
4390,148,364,150g
4391,628,364,80g
4392,54,364,0.2g
4393,6,364,10g
4394,108,364,20g
4395,151,364,20g
4396,255,364,100g
4397,58,364,50g
4398,4,364,20g
4399,12,364,10g
4400,18,364,20g
4401,87,365,20g
4402,126,365,200g
4403,58,365,100g
4404,180,365,100g
4405,12,365,10g
4406,19,365,20g
4407,18,365,20g
4408,315,365,30g
4409,62,365,10g
4410,512,365,20g
4411,58,365,100g
4412,64,365,0.01g
4413,84,365,10g
4414,374,365,20g
4415,11,365,10g
4416,210,366,100g
4417,263,366,20g
4418,54,366,2g
4419,12,366,10g
4420,35,366,10g
4421,142,366,5g
4422,64,366,0.1g
4423,149,366,20g
4424,629,366,10g
4425,85,366,100g
4426,36,367,100g
4427,54,367,0.2g
4428,341,367,50g
4429,6,367,5g
4430,31,367,100g
4431,4,367,20g
4432,15,367,5g
4433,23,367,5g
4434,255,367,100g
4435,3,367,10g
4436,134,368,1개
4437,199,368,3장
4438,18,368,30g
4439,232,368,30g
4440,149,368,50g
4441,92,368,50g
4442,21,368,20g
4443,146,369,120g
4444,92,369,30g
4445,24,369,50g
4446,46,369,30g
4447,18,369,30g
4448,30,369,1개
4449,147,369,5알
4450,288,369,10g
4451,126,369,200g
4452,599,369,30g
4453,3,369,1개
4454,84,369,5알
4455,146,370,50g
4456,54,370,0.1g
4457,29,370,3마리
4458,630,370,100g
4459,148,370,1/2개
4460,191,370,50g
4461,173,370,10g
4462,3,370,1개
4463,34,370,30g
4464,153,371,200g
4465,54,371,0.2g
4466,194,371,50g
4467,3,371,1개
4468,19,371,20g
4469,126,371,10g
4470,92,371,10g
4471,46,371,30g
4472,15,371,5g
4473,64,371,0.01g
4474,289,372,120g
4475,209,372,1개
4476,103,372,1개
4477,18,372,30g
4478,631,372,20g
4479,87,372,20g
4480,129,372,30g
4481,54,372,0.2g
4482,347,373,10g
4483,101,373,100g
4484,18,373,30g
4485,30,373,1개
4486,188,373,20g
4487,118,373,10g
4488,3,373,1개
4489,144,373,90g
4490,90,373,50g
4491,64,373,1g
4492,92,373,5g
4493,22,373,150g
4494,587,373,10g
4495,54,373,1g
4496,36,374,200g
4497,18,374,30g
4498,59,374,1개
4499,3,374,1개
4500,349,374,1장
4501,46,374,20g
4502,88,374,100g
4503,2,374,30g
4504,172,374,1/4개
4505,344,374,50g
4506,12,374,10g
4507,142,374,20g
4508,54,374,0.2g
4509,161,375,150g
4510,30,375,1개
4511,59,375,1개
4512,163,375,200g
4513,200,375,400g
4514,12,375,5g
4515,47,375,0.3g
4516,374,376,50g
4517,366,376,50g
4518,88,376,200g
4519,131,376,1/2개
4520,387,376,10g
4521,632,376,10g
4522,273,376,20g
4523,633,376,10g
4524,5,376,50g
4525,47,376,30g
4526,54,376,0.2g
4527,478,377,1마리
4528,29,377,5마리
4529,59,377,1개
4530,46,377,30g
4531,117,377,20g
4532,199,377,2장
4533,65,377,20g
4534,24,377,30g
4535,56,377,20g
4536,12,377,20g
4537,149,377,50g
4538,179,377,10g
4539,51,377,30g
4540,25,377,10g
4541,634,377,200g
4542,115,378,5장
4543,109,378,20g
4544,30,378,2개
4545,635,378,50g
4546,117,378,30g
4547,40,378,20g
4548,47,378,20g
4549,5,378,20g
4550,54,378,0.2g
4551,92,378,20g
4552,403,379,100g
4553,18,379,30g
4554,24,379,30g
4555,131,379,1/4개
4556,88,379,50g
4557,129,379,30g
4558,172,379,1/4개
4559,142,379,10g
4560,636,379,1/2개
4561,328,380,50g
4562,177,380,30g
4563,570,380,30g
4564,637,380,50g
4565,144,380,200g
4566,47,380,20g
4567,5,380,30g
4568,54,380,0.2g
4569,88,380,30g
4570,282,381,120g
4571,54,381,0.2g
4572,18,381,30g
4573,314,381,1/4개
4574,46,381,30g
4575,38,381,50g
4576,59,381,1개
4577,172,381,1/4개
4578,507,381,50g
4579,153,382,100g
4580,63,382,20g
4581,628,382,100g
4582,638,382,50g
4583,26,382,1/4개
4584,140,382,50g
4585,172,382,1/4개
4586,12,382,20g
4587,7,382,30g
4588,54,382,0.2g
4589,142,382,20g
4590,478,383,1/2마리
4591,29,383,3마리
4592,500,383,100g
4593,119,383,10g
4594,172,383,1/4개
4595,639,383,50g
4596,140,383,50g
4597,5,383,20g
4598,47,383,20g
4599,54,383,0.2g
4600,419,384,100g
4601,149,384,50g
4602,272,384,3개
4603,30,384,2개
4604,3,384,2개
4605,246,384,200g
4606,416,384,10g
4607,40,384,100g
4608,33,384,30g
4609,640,384,20g
4610,286,384,20g
4611,47,384,20g
4612,5,384,20g
4613,54,384,0.1g
4614,59,385,30g
4615,359,385,10g
4616,361,385,10g
4617,212,385,20g
4618,22,385,30g
4619,54,385,0.25g
4620,48,385,4g
4621,84,385,5g
4622,63,385,0.5g
4623,58,385,5g
4624,54,385,0.25g
4625,562,386,50g
4626,395,386,20g
4627,526,386,3g
4628,13,386,1.7g
4629,641,386,1g
4630,95,386,2.5g
4631,12,386,1.25g
4632,119,386,0.65g
4633,54,386,0.5g
4634,42,386,3g
4635,22,386,10g
4636,26,387,25g
4637,131,387,50g
4638,362,387,10g
4639,147,387,6g
4640,522,387,10g
4641,77,387,5g
4642,25,387,5g
4643,51,387,15g
4644,364,387,1.25g
4645,270,387,2.5g
4646,528,387,2.5g
4647,63,387,3.5g
4648,193,387,2.5g
4649,294,388,10g
4650,46,388,3g
4651,24,388,6g
4652,98,388,2g
4653,103,388,1g
4654,642,388,0.5g
4655,54,388,0.5g
4656,22,388,60g
4657,212,388,10g
4658,131,388,10g
4659,74,388,10g
4660,54,388,1g
4661,191,389,90g
4662,58,389,100g
4663,373,389,30g
4664,77,389,10g
4665,223,389,7g
4666,288,389,0.25g
4667,520,390,70g
4668,522,390,30g
4669,77,390,10g
4670,63,390,20g
4671,22,390,70g
4672,187,391,80g
4673,24,391,20g
4674,68,391,20g
4675,69,391,20g
4676,18,391,8g
4677,132,391,2g
4678,138,391,2g
4679,12,391,2.5g
4680,643,391,8g
4681,38,392,70g
4682,3,392,60g
4683,644,392,10g
4684,645,392,5g
4685,68,392,5g
4686,114,392,12g
4687,379,392,10g
4688,54,392,0.15g
4689,646,393,50g
4690,38,393,25g
4691,647,393,20g
4692,134,393,20g
4693,3,393,20g
4694,18,393,5g
4695,95,393,5g
4696,300,393,3g
4697,103,393,2.5g
4698,98,393,2.5g
4699,12,393,2.5g
4700,40,393,2g
4701,42,393,2g
4702,648,393,1g
4703,54,393,0.3g
4704,22,393,250g
4705,3,394,50g
4706,246,394,30g
4707,649,394,20g
4708,46,394,5g
4709,18,394,5g
4710,95,394,5g
4711,650,394,2g
4712,22,394,100g
4713,536,395,60g 꼬막살 20g
4714,454,395,40g
4715,18,395,10g
4716,95,395,5g
4717,588,395,3g
4718,648,395,3g
4719,12,395,2.5g
4720,92,395,1g
4721,13,395,1g
4722,15,395,1g
4723,23,395,0.5g
4724,138,395,8g
4725,651,396,5g
4726,652,396,25g
4727,126,396,10g
4728,648,396,5g
4729,103,396,2g
4730,22,396,120g
4731,95,396,1g
4732,47,396,0.5g
4733,23,396,0.2g
4734,92,396,2g
4735,653,397,100g
4736,63,397,15g
4737,280,397,15g
4738,373,397,30g
4739,508,397,10g
4740,72,397,25g
4741,26,397,50g
4742,46,397,25g
4743,17,397,25g
4744,315,397,50g
4745,17,398,200g
4746,250,398,20g
4747,18,398,40g
4748,98,398,15g
4749,103,398,15g
4750,131,398,40g
4751,13,398,15g
4752,346,398,10g
4753,221,398,15g
4754,12,398,15g
4755,15,398,5g
4756,654,398,5g
4757,23,398,2g
4758,315,398,40g
4759,180,399,200g
4760,46,399,30g
4761,18,399,30g
4762,72,399,30g
4763,38,399,40g
4764,58,399,100g
4765,48,399,15g
4766,12,399,15g
4767,126,399,7g
4768,235,399,3g
4769,17,399,100g
4770,404,399,100g
4771,65,400,250g
4772,18,400,60g
4773,11,400,25g
4774,98,400,15g
4775,103,400,15g
4776,655,400,어간장 15g
4777,226,400,15g
4778,12,400,5g
4779,23,400,7g
4780,346,400,10g
4781,13,400,10g
4782,47,400,10g
4783,138,400,15g
4784,203,401,25g
4785,26,401,100g
4786,18,401,25g
